n,m,height,block_d,block_type,Lambda,Out,In,Delta,DeltaMertens
2,7074,1,4,smooth,+8.8641813698,1.594764e-05,0.000000e+00,-1.594764e-05,-5.993717e-07
2,7076,2,4,smooth,-8.8644640553,1.594262e-05,0.000000e+00,-1.594262e-05,-5.986939e-07
2,7078,1,4,smooth,+8.8647466609,1.593761e-05,0.000000e+00,-1.593761e-05,-5.980166e-07
2,7080,3,4,smooth,+17.7300583734,1.593260e-05,0.000000e+00,-1.593260e-05,-5.973399e-07
2,7082,1,4,smooth,+8.8653116327,1.592759e-05,0.000000e+00,-1.592759e-05,-5.966638e-07
2,7084,2,4,smooth,-26.5967819967,1.592259e-05,0.000000e+00,-1.592259e-05,-5.959882e-07
2,7086,1,4,smooth,+8.8658762854,1.591759e-05,0.000000e+00,-1.591759e-05,-5.953131e-07
2,7088,4,4,smooth,+0.0000000000,1.591259e-05,0.000000e+00,-1.591259e-05,-5.946386e-07
2,7090,1,4,smooth,+8.8664406195,1.590759e-05,0.000000e+00,-1.590759e-05,-5.939647e-07
2,7092,2,4,smooth,-17.7334453344,1.590260e-05,0.000000e+00,-1.590260e-05,-5.932913e-07
2,7094,1,4,smooth,+8.8670046353,1.589761e-05,0.000000e+00,-1.589761e-05,-5.926185e-07
2,7096,3,4,smooth,+0.0000000000,1.589263e-05,0.000000e+00,-1.589263e-05,-5.919462e-07
2,7098,1,4,smooth,+8.8675683332,1.588764e-05,0.000000e+00,-1.588764e-05,-5.912745e-07
2,7100,2,4,smooth,-17.7357001261,1.588266e-05,0.000000e+00,-1.588266e-05,-5.906034e-07
2,7102,1,4,smooth,+8.8681317135,1.587769e-05,0.000000e+00,-1.587769e-05,-5.899328e-07
2,7104,6,4,smooth,+0.0000000000,1.587271e-05,0.000000e+00,-1.587271e-05,-5.892627e-07
2,7106,1,4,smooth,+8.8686947766,1.586774e-05,0.000000e+00,-1.586774e-05,-5.885932e-07
2,7108,2,4,smooth,+0.0000000000,1.586277e-05,0.000000e+00,-1.586277e-05,-5.879242e-07
2,7110,1,4,smooth,+8.8692575228,1.585781e-05,0.000000e+00,-1.585781e-05,-5.872558e-07
2,7112,3,4,smooth,+0.0000000000,1.585285e-05,0.000000e+00,-1.585285e-05,-5.865880e-07
2,7114,1,4,smooth,+8.8698199525,1.584789e-05,0.000000e+00,-1.584789e-05,-5.859207e-07
2,7116,2,4,smooth,-8.8701010488,1.584293e-05,0.000000e+00,-1.584293e-05,-5.852539e-07
2,7118,1,4,smooth,+8.8703820661,1.583798e-05,0.000000e+00,-1.583798e-05,-5.845877e-07
2,7120,4,4,smooth,+0.0000000000,1.583303e-05,0.000000e+00,-1.583303e-05,-5.839220e-07
2,7122,1,4,smooth,+8.8709438638,1.582808e-05,0.000000e+00,-1.582808e-05,-5.832569e-07
2,7124,2,4,smooth,-8.8712246444,1.582313e-05,0.000000e+00,-1.582313e-05,-5.825923e-07
2,7126,1,4,smooth,+8.8715053462,1.581819e-05,0.000000e+00,-1.581819e-05,-5.819283e-07
2,7128,3,4,smooth,+53.2307158149,1.581325e-05,0.000000e+00,-1.581325e-05,-5.812648e-07
2,7130,1,4,smooth,+8.8720665134,1.580832e-05,0.000000e+00,-1.580832e-05,-5.806019e-07
2,7132,2,4,smooth,+0.0000000000,1.580339e-05,0.000000e+00,-1.580339e-05,-5.799395e-07
2,7134,1,4,smooth,+8.8726273659,1.579846e-05,0.000000e+00,-1.579846e-05,-5.792776e-07
2,7136,5,4,smooth,+0.0000000000,1.579353e-05,0.000000e+00,-1.579353e-05,-5.786163e-07
2,7138,1,4,smooth,+8.8731879041,1.578861e-05,0.000000e+00,-1.578861e-05,-5.779556e-07
2,7140,2,4,smooth,-62.1142763873,1.578368e-05,0.000000e+00,-1.578368e-05,-5.772953e-07
2,7142,1,4,smooth,+8.8737481282,1.577877e-05,0.000000e+00,-1.577877e-05,-5.766356e-07
2,7144,3,4,smooth,+0.0000000000,1.577385e-05,0.000000e+00,-1.577385e-05,-5.759765e-07
2,7146,1,4,smooth,+8.8743080386,1.576894e-05,0.000000e+00,-1.576894e-05,-5.753179e-07
2,7148,2,4,smooth,+0.0000000000,1.576403e-05,0.000000e+00,-1.576403e-05,-5.746598e-07
2,7150,1,4,smooth,+8.8748676357,1.575912e-05,0.000000e+00,-1.575912e-05,-5.740023e-07
2,7152,4,4,smooth,+0.0000000000,1.575422e-05,0.000000e+00,-1.575422e-05,-5.733453e-07
2,7154,1,4,smooth,+8.8754269198,1.574932e-05,0.000000e+00,-1.574932e-05,-5.726888e-07
2,7156,2,4,smooth,+0.0000000000,1.574442e-05,0.000000e+00,-1.574442e-05,-5.720329e-07
2,7158,1,4,smooth,+8.8759858913,1.573953e-05,0.000000e+00,-1.573953e-05,-5.713775e-07
2,7160,3,4,smooth,+0.0000000000,1.573464e-05,0.000000e+00,-1.573464e-05,-5.707227e-07
2,7162,1,4,smooth,+8.8765445506,1.572975e-05,0.000000e+00,-1.572975e-05,-5.700684e-07
2,7164,2,4,smooth,-17.7536475264,1.572486e-05,0.000000e+00,-1.572486e-05,-5.694146e-07
2,7166,1,4,smooth,+8.8771028979,1.571998e-05,0.000000e+00,-1.571998e-05,-5.687614e-07
2,7168,10,4,smooth,+0.0000000000,1.571510e-05,0.000000e+00,-1.571510e-05,-5.681087e-07
2,7170,1,4,smooth,+8.8776609336,1.571022e-05,0.000000e+00,-1.571022e-05,-5.674565e-07
2,7172,2,4,smooth,-8.8779398347,1.570535e-05,0.000000e+00,-1.570535e-05,-5.668049e-07
2,7174,1,4,smooth,+8.8782186581,1.570047e-05,0.000000e+00,-1.570047e-05,-5.661537e-07
2,7176,3,4,smooth,+17.7569948075,1.569561e-05,0.000000e+00,-1.569561e-05,-5.655032e-07
2,7178,1,4,smooth,+8.8787760717,1.569074e-05,0.000000e+00,-1.569074e-05,-5.648531e-07
2,7180,2,4,smooth,-8.8790546620,1.568588e-05,0.000000e+00,-1.568588e-05,-5.642036e-07
2,7182,1,4,smooth,+8.8793331748,1.568102e-05,0.000000e+00,-1.568102e-05,-5.635546e-07
2,7184,4,4,smooth,+0.0000000000,1.567616e-05,0.000000e+00,-1.567616e-05,-5.629061e-07
2,7186,1,4,smooth,+8.8798899677,1.567131e-05,0.000000e+00,-1.567131e-05,-5.622582e-07
2,7188,2,4,smooth,-8.8801682479,1.566646e-05,0.000000e+00,-1.566646e-05,-5.616108e-07
2,7190,1,4,smooth,+8.8804464507,1.566161e-05,0.000000e+00,-1.566161e-05,-5.609639e-07
2,7192,3,4,smooth,+0.0000000000,1.565676e-05,0.000000e+00,-1.565676e-05,-5.603176e-07
2,7194,1,4,smooth,+8.8810026243,1.565192e-05,0.000000e+00,-1.565192e-05,-5.596718e-07
2,7196,2,4,smooth,-8.8812805951,1.564708e-05,0.000000e+00,-1.564708e-05,-5.590265e-07
2,7198,1,4,smooth,+8.8815584886,1.564224e-05,0.000000e+00,-1.564224e-05,-5.583817e-07
2,7200,5,4,smooth,+0.0000000000,1.563741e-05,0.000000e+00,-1.563741e-05,-5.577375e-07
2,7202,1,4,smooth,+8.8821140442,1.563258e-05,0.000000e+00,-1.563258e-05,-5.570937e-07
2,7204,2,4,smooth,+0.0000000000,1.562775e-05,0.000000e+00,-1.562775e-05,-5.564505e-07
2,7206,1,4,smooth,+8.8826692913,1.562292e-05,0.000000e+00,-1.562292e-05,-5.558079e-07
2,7208,3,4,smooth,+0.0000000000,1.561810e-05,0.000000e+00,-1.561810e-05,-5.551657e-07
2,7210,1,4,smooth,+8.8832242303,1.561328e-05,0.000000e+00,-1.561328e-05,-5.545241e-07
2,7212,2,4,smooth,-8.8835015843,1.560846e-05,0.000000e+00,-1.560846e-05,-5.538830e-07
2,7214,1,4,smooth,+8.8837788615,1.560365e-05,0.000000e+00,-1.560365e-05,-5.532424e-07
2,7216,4,4,smooth,+0.0000000000,1.559884e-05,0.000000e+00,-1.559884e-05,-5.526023e-07
2,7218,1,4,smooth,+8.8843331852,1.559403e-05,0.000000e+00,-1.559403e-05,-5.519628e-07
2,7220,2,4,smooth,-17.7692204638,1.558922e-05,0.000000e+00,-1.558922e-05,-5.513237e-07
2,7222,1,4,smooth,+8.8848872018,1.558442e-05,0.000000e+00,-1.558442e-05,-5.506852e-07
2,7224,3,4,smooth,+17.7703281902,1.557962e-05,0.000000e+00,-1.557962e-05,-5.500472e-07
2,7226,1,4,smooth,+8.8854409117,1.557482e-05,0.000000e+00,-1.557482e-05,-5.494098e-07
2,7228,2,4,smooth,-8.8857176517,1.557003e-05,0.000000e+00,-1.557003e-05,-5.487728e-07
2,7230,1,4,smooth,+8.8859943152,1.556523e-05,0.000000e+00,-1.556523e-05,-5.481364e-07
2,7232,6,4,smooth,+0.0000000000,1.556045e-05,0.000000e+00,-1.556045e-05,-5.475004e-07
2,7234,1,4,smooth,+8.8865474125,1.555566e-05,0.000000e+00,-1.555566e-05,-5.468650e-07
2,7236,2,4,smooth,-26.6604715395,1.555088e-05,0.000000e+00,-1.555088e-05,-5.462301e-07
2,7238,1,4,smooth,+8.8871002041,1.554610e-05,0.000000e+00,-1.554610e-05,-5.455958e-07
2,7240,3,4,smooth,+0.0000000000,1.554132e-05,0.000000e+00,-1.554132e-05,-5.449619e-07
2,7242,1,4,smooth,+8.8876526903,1.553654e-05,0.000000e+00,-1.553654e-05,-5.443285e-07
2,7244,2,4,smooth,+0.0000000000,1.553177e-05,0.000000e+00,-1.553177e-05,-5.436957e-07
2,7246,1,4,smooth,+8.8882048715,1.552700e-05,0.000000e+00,-1.552700e-05,-5.430634e-07
2,7248,4,4,smooth,+0.0000000000,1.552224e-05,0.000000e+00,-1.552224e-05,-5.424316e-07
2,7250,1,4,smooth,+8.8887567478,1.551747e-05,0.000000e+00,-1.551747e-05,-5.418003e-07
2,7252,2,4,smooth,-17.7780651437,1.551271e-05,0.000000e+00,-1.551271e-05,-5.411695e-07
2,7254,1,4,smooth,+8.8893083198,1.550795e-05,0.000000e+00,-1.550795e-05,-5.405392e-07
2,7256,3,4,smooth,+0.0000000000,1.550320e-05,0.000000e+00,-1.550320e-05,-5.399094e-07
2,7258,1,4,smooth,+8.8898595878,1.549845e-05,0.000000e+00,-1.549845e-05,-5.392802e-07
2,7260,2,4,smooth,-44.4506755391,1.549370e-05,0.000000e+00,-1.549370e-05,-5.386514e-07
2,7262,1,4,smooth,+8.8904105520,1.548895e-05,0.000000e+00,-1.548895e-05,-5.380232e-07
2,7264,5,4,smooth,+0.0000000000,1.548420e-05,0.000000e+00,-1.548420e-05,-5.373954e-07
2,7266,1,4,smooth,+8.8909612128,1.547946e-05,0.000000e+00,-1.547946e-05,-5.367682e-07
2,7268,2,4,smooth,-8.8912364295,1.547472e-05,0.000000e+00,-1.547472e-05,-5.361415e-07
2,7270,1,4,smooth,+8.8915115705,1.546999e-05,0.000000e+00,-1.546999e-05,-5.355153e-07
2,7272,3,4,smooth,+8.8917866359,1.546526e-05,0.000000e+00,-1.546526e-05,-5.348896e-07
2,7274,1,4,smooth,+8.8920616255,1.546053e-05,0.000000e+00,-1.546053e-05,-5.342644e-07
2,7276,2,4,smooth,-8.8923365396,1.545580e-05,0.000000e+00,-1.545580e-05,-5.336397e-07
2,7278,1,4,smooth,+8.8926113782,1.545107e-05,0.000000e+00,-1.545107e-05,-5.330155e-07
2,7280,4,4,smooth,+0.0000000000,1.544635e-05,0.000000e+00,-1.544635e-05,-5.323918e-07
2,7282,1,4,smooth,+8.8931608287,1.544163e-05,0.000000e+00,-1.544163e-05,-5.317686e-07
2,7284,2,4,smooth,-8.8934354408,1.543691e-05,0.000000e+00,-1.543691e-05,-5.311459e-07
2,7286,1,4,smooth,+8.8937099776,1.543220e-05,0.000000e+00,-1.543220e-05,-5.305237e-07
2,7288,3,4,smooth,+0.0000000000,1.542749e-05,0.000000e+00,-1.542749e-05,-5.299020e-07
2,7290,1,4,smooth,+8.8942588250,1.542278e-05,0.000000e+00,-1.542278e-05,-5.292808e-07
2,7292,2,4,smooth,+0.0000000000,1.541808e-05,0.000000e+00,-1.541808e-05,-5.286602e-07
2,7294,1,4,smooth,+8.8948073714,1.541337e-05,0.000000e+00,-1.541337e-05,-5.280400e-07
2,7296,7,4,smooth,+0.0000000000,1.540867e-05,0.000000e+00,-1.540867e-05,-5.274203e-07
2,7298,1,4,smooth,+8.8953556170,1.540398e-05,0.000000e+00,-1.540398e-05,-5.268011e-07
2,7300,2,4,smooth,-17.7912592543,1.539928e-05,0.000000e+00,-1.539928e-05,-5.261824e-07
2,7302,1,4,smooth,+8.8959035622,1.539459e-05,0.000000e+00,-1.539459e-05,-5.255642e-07
2,7304,3,4,smooth,+0.0000000000,1.538990e-05,0.000000e+00,-1.538990e-05,-5.249465e-07
2,7306,1,4,smooth,+8.8964512074,1.538521e-05,0.000000e+00,-1.538521e-05,-5.243294e-07
2,7308,2,4,smooth,-44.4836245875,1.538053e-05,0.000000e+00,-1.538053e-05,-5.237127e-07
2,7310,1,4,smooth,+8.8969985527,1.537585e-05,0.000000e+00,-1.537585e-05,-5.230965e-07
2,7312,4,4,smooth,+0.0000000000,1.537117e-05,0.000000e+00,-1.537117e-05,-5.224808e-07
2,7314,1,4,smooth,+8.8975455987,1.536650e-05,0.000000e+00,-1.536650e-05,-5.218656e-07
2,7316,2,4,smooth,-8.8978190095,1.536182e-05,0.000000e+00,-1.536182e-05,-5.212508e-07
2,7318,1,4,smooth,+8.8980923456,1.535715e-05,0.000000e+00,-1.535715e-05,-5.206366e-07
2,7320,3,4,smooth,+17.7967312139,1.535248e-05,0.000000e+00,-1.535248e-05,-5.200229e-07
2,7322,1,4,smooth,+8.8986387937,1.534782e-05,0.000000e+00,-1.534782e-05,-5.194097e-07
2,7324,2,4,smooth,+0.0000000000,1.534316e-05,0.000000e+00,-1.534316e-05,-5.187969e-07
2,7326,1,4,smooth,+8.8991849433,1.533850e-05,0.000000e+00,-1.533850e-05,-5.181847e-07
2,7328,5,4,smooth,+0.0000000000,1.533384e-05,0.000000e+00,-1.533384e-05,-5.175729e-07
2,7330,1,4,smooth,+8.8997307949,1.532919e-05,0.000000e+00,-1.532919e-05,-5.169616e-07
2,7332,2,4,smooth,-26.7000108269,1.532454e-05,0.000000e+00,-1.532454e-05,-5.163509e-07
2,7334,1,4,smooth,+8.9002763486,1.531989e-05,0.000000e+00,-1.531989e-05,-5.157406e-07
2,7336,3,4,smooth,+0.0000000000,1.531524e-05,0.000000e+00,-1.531524e-05,-5.151308e-07
2,7338,1,4,smooth,+8.9008216049,1.531060e-05,0.000000e+00,-1.531060e-05,-5.145215e-07
2,7340,2,4,smooth,-8.9010941216,1.530596e-05,0.000000e+00,-1.530596e-05,-5.139127e-07
2,7342,1,4,smooth,+8.9013665641,1.530132e-05,0.000000e+00,-1.530132e-05,-5.133043e-07
2,7344,4,4,smooth,-8.9016389323,1.529669e-05,0.000000e+00,-1.529669e-05,-5.126965e-07
2,7346,1,4,smooth,+8.9019112264,1.529205e-05,0.000000e+00,-1.529205e-05,-5.120891e-07
2,7348,2,4,smooth,-8.9021834463,1.528742e-05,0.000000e+00,-1.528742e-05,-5.114822e-07
2,7350,1,4,smooth,+8.9024555922,1.528280e-05,0.000000e+00,-1.528280e-05,-5.108759e-07
2,7352,3,4,smooth,+0.0000000000,1.527817e-05,0.000000e+00,-1.527817e-05,-5.102700e-07
2,7354,1,4,smooth,+8.9029996619,1.527355e-05,0.000000e+00,-1.527355e-05,-5.096646e-07
2,7356,2,4,smooth,-8.9032715857,1.526893e-05,0.000000e+00,-1.526893e-05,-5.090596e-07
2,7358,1,4,smooth,+8.9035434357,1.526432e-05,0.000000e+00,-1.526432e-05,-5.084552e-07
2,7360,6,4,smooth,+0.0000000000,1.525970e-05,0.000000e+00,-1.525970e-05,-5.078512e-07
2,7362,1,4,smooth,+8.9040869139,1.525509e-05,0.000000e+00,-1.525509e-05,-5.072477e-07
2,7364,2,4,smooth,-8.9043585424,1.525048e-05,0.000000e+00,-1.525048e-05,-5.066447e-07
2,7366,1,4,smooth,+8.9046300970,1.524588e-05,0.000000e+00,-1.524588e-05,-5.060422e-07
2,7368,3,4,smooth,+0.0000000000,1.524127e-05,0.000000e+00,-1.524127e-05,-5.054402e-07
2,7370,1,4,smooth,+8.9051729852,1.523667e-05,0.000000e+00,-1.523667e-05,-5.048386e-07
2,7372,2,4,smooth,-8.9054443188,1.523208e-05,0.000000e+00,-1.523208e-05,-5.042376e-07
2,7374,1,4,smooth,+8.9057155788,1.522748e-05,0.000000e+00,-1.522748e-05,-5.036370e-07
2,7376,4,4,smooth,+0.0000000000,1.522289e-05,0.000000e+00,-1.522289e-05,-5.030369e-07
2,7378,1,4,smooth,+8.9062578782,1.521830e-05,0.000000e+00,-1.521830e-05,-5.024372e-07
2,7380,2,4,smooth,-44.5326445880,1.521371e-05,0.000000e+00,-1.521371e-05,-5.018381e-07
2,7382,1,4,smooth,+8.9067998836,1.520913e-05,0.000000e+00,-1.520913e-05,-5.012394e-07
2,7384,3,4,smooth,+0.0000000000,1.520454e-05,0.000000e+00,-1.520454e-05,-5.006412e-07
2,7386,1,4,smooth,+8.9073415954,1.519997e-05,0.000000e+00,-1.519997e-05,-5.000435e-07
2,7388,2,4,smooth,+0.0000000000,1.519539e-05,0.000000e+00,-1.519539e-05,-4.994463e-07
2,7390,1,4,smooth,+8.9078830139,1.519081e-05,0.000000e+00,-1.519081e-05,-4.988495e-07
2,7392,5,4,smooth,+0.0000000000,1.518624e-05,0.000000e+00,-1.518624e-05,-4.982532e-07
2,7394,1,4,smooth,+8.9084241395,1.518167e-05,0.000000e+00,-1.518167e-05,-4.976574e-07
2,7396,2,4,smooth,-4.4543472963,1.517711e-05,0.000000e+00,-1.517711e-05,-4.970620e-07
2,7398,1,4,smooth,+8.9089649724,1.517254e-05,0.000000e+00,-1.517254e-05,-4.964672e-07
2,7400,3,4,smooth,+8.9092352792,1.516798e-05,0.000000e+00,-1.516798e-05,-4.958728e-07
2,7402,1,4,smooth,+8.9095055129,1.516343e-05,0.000000e+00,-1.516343e-05,-4.952789e-07
2,7404,2,4,smooth,-8.9097756737,1.515887e-05,0.000000e+00,-1.515887e-05,-4.946854e-07
2,7406,1,4,smooth,+8.9100457615,1.515432e-05,0.000000e+00,-1.515432e-05,-4.940924e-07
2,7408,4,4,smooth,+0.0000000000,1.514977e-05,0.000000e+00,-1.514977e-05,-4.934999e-07
2,7410,1,4,smooth,+8.9105857183,1.514522e-05,0.000000e+00,-1.514522e-05,-4.929079e-07
2,7412,2,4,smooth,-8.9108555874,1.514067e-05,0.000000e+00,-1.514067e-05,-4.923164e-07
2,7414,1,4,smooth,+8.9111253837,1.513613e-05,0.000000e+00,-1.513613e-05,-4.917253e-07
2,7416,3,4,smooth,+8.9113951072,1.513159e-05,0.000000e+00,-1.513159e-05,-4.911347e-07
2,7418,1,4,smooth,+8.9116647580,1.512705e-05,0.000000e+00,-1.512705e-05,-4.905445e-07
2,7420,2,4,smooth,-26.7358030085,1.512252e-05,0.000000e+00,-1.512252e-05,-4.899548e-07
2,7422,1,4,smooth,+8.9122038416,1.511799e-05,0.000000e+00,-1.511799e-05,-4.893656e-07
2,7424,8,4,smooth,+0.0000000000,1.511346e-05,0.000000e+00,-1.511346e-05,-4.887769e-07
2,7426,1,4,smooth,+8.9127426347,1.510893e-05,0.000000e+00,-1.510893e-05,-4.881886e-07
2,7428,2,4,smooth,-8.9130119225,1.510440e-05,0.000000e+00,-1.510440e-05,-4.876008e-07
2,7430,1,4,smooth,+8.9132811377,1.509988e-05,0.000000e+00,-1.509988e-05,-4.870135e-07
2,7432,3,4,smooth,+0.0000000000,1.509536e-05,0.000000e+00,-1.509536e-05,-4.864266e-07
2,7434,1,4,smooth,+8.9138193509,1.509085e-05,0.000000e+00,-1.509085e-05,-4.858402e-07
2,7436,2,4,smooth,-17.8281766977,1.508633e-05,0.000000e+00,-1.508633e-05,-4.852542e-07
2,7438,1,4,smooth,+8.9143572745,1.508182e-05,0.000000e+00,-1.508182e-05,-4.846688e-07
2,7440,4,4,smooth,+0.0000000000,1.507731e-05,0.000000e+00,-1.507731e-05,-4.840837e-07
2,7442,1,4,smooth,+8.9148949089,1.507281e-05,0.000000e+00,-1.507281e-05,-4.834992e-07
2,7444,2,4,smooth,+0.0000000000,1.506830e-05,0.000000e+00,-1.506830e-05,-4.829151e-07
2,7446,1,4,smooth,+8.9154322544,1.506380e-05,0.000000e+00,-1.506380e-05,-4.823315e-07
2,7448,3,4,smooth,+8.9157008190,1.505930e-05,0.000000e+00,-1.505930e-05,-4.817483e-07
2,7450,1,4,smooth,+8.9159693114,1.505481e-05,0.000000e+00,-1.505481e-05,-4.811656e-07
2,7452,2,4,smooth,-35.6649509269,1.505031e-05,0.000000e+00,-1.505031e-05,-4.805834e-07
2,7454,1,4,smooth,+8.9165060800,1.504582e-05,0.000000e+00,-1.504582e-05,-4.800016e-07
2,7456,5,4,smooth,+0.0000000000,1.504133e-05,0.000000e+00,-1.504133e-05,-4.794203e-07
2,7458,1,4,smooth,+8.9170425607,1.503685e-05,0.000000e+00,-1.503685e-05,-4.788395e-07
2,7460,2,4,smooth,-8.9173106932,1.503236e-05,0.000000e+00,-1.503236e-05,-4.782591e-07
2,7462,1,4,smooth,+8.9175787538,1.502788e-05,0.000000e+00,-1.502788e-05,-4.776791e-07
2,7464,3,4,smooth,+0.0000000000,1.502340e-05,0.000000e+00,-1.502340e-05,-4.770996e-07
2,7466,1,4,smooth,+8.9181146595,1.501893e-05,0.000000e+00,-1.501893e-05,-4.765206e-07
2,7468,2,4,smooth,+0.0000000000,1.501446e-05,0.000000e+00,-1.501446e-05,-4.759421e-07
2,7470,1,4,smooth,+8.9186502781,1.500999e-05,0.000000e+00,-1.500999e-05,-4.753640e-07
2,7472,4,4,smooth,+0.0000000000,1.500552e-05,0.000000e+00,-1.500552e-05,-4.747863e-07
2,7474,1,4,smooth,+8.9191856100,1.500105e-05,0.000000e+00,-1.500105e-05,-4.742091e-07
2,7476,2,4,smooth,-26.7583595057,1.499659e-05,0.000000e+00,-1.499659e-05,-4.736324e-07
2,7478,1,4,smooth,+8.9197206555,1.499213e-05,0.000000e+00,-1.499213e-05,-4.730561e-07
2,7480,3,4,smooth,+17.8399761419,1.498767e-05,0.000000e+00,-1.498767e-05,-4.724803e-07
2,7482,1,4,smooth,+8.9202554149,1.498321e-05,0.000000e+00,-1.498321e-05,-4.719050e-07
2,7484,2,4,smooth,+0.0000000000,1.497876e-05,0.000000e+00,-1.497876e-05,-4.713300e-07
2,7486,1,4,smooth,+8.9207898885,1.497431e-05,0.000000e+00,-1.497431e-05,-4.707556e-07
2,7488,6,4,smooth,+0.0000000000,1.496986e-05,0.000000e+00,-1.496986e-05,-4.701816e-07
2,7490,1,4,smooth,+8.9213240765,1.496542e-05,0.000000e+00,-1.496542e-05,-4.696080e-07
2,7492,2,4,smooth,+0.0000000000,1.496098e-05,0.000000e+00,-1.496098e-05,-4.690349e-07
2,7494,1,4,smooth,+8.9218579794,1.495654e-05,0.000000e+00,-1.495654e-05,-4.684623e-07
2,7496,3,4,smooth,+0.0000000000,1.495210e-05,0.000000e+00,-1.495210e-05,-4.678901e-07
2,7498,1,4,smooth,+8.9223915973,1.494766e-05,0.000000e+00,-1.494766e-05,-4.673184e-07
2,7500,2,4,smooth,-35.6906331981,1.494323e-05,0.000000e+00,-1.494323e-05,-4.667471e-07
2,7502,1,4,smooth,+8.9229249306,1.493880e-05,0.000000e+00,-1.493880e-05,-4.661762e-07
2,7504,4,4,smooth,+0.0000000000,1.493437e-05,0.000000e+00,-1.493437e-05,-4.656058e-07
2,7506,1,4,smooth,+8.9234579797,1.492995e-05,0.000000e+00,-1.492995e-05,-4.650359e-07
2,7508,2,4,smooth,+0.0000000000,1.492552e-05,0.000000e+00,-1.492552e-05,-4.644664e-07
2,7510,1,4,smooth,+8.9239907448,1.492110e-05,0.000000e+00,-1.492110e-05,-4.638974e-07
2,7512,3,4,smooth,+0.0000000000,1.491669e-05,0.000000e+00,-1.491669e-05,-4.633288e-07
2,7514,1,4,smooth,+8.9245232261,1.491227e-05,0.000000e+00,-1.491227e-05,-4.627606e-07
2,7516,2,4,smooth,+0.0000000000,1.490786e-05,0.000000e+00,-1.490786e-05,-4.621929e-07
2,7518,1,4,smooth,+8.9250554241,1.490345e-05,0.000000e+00,-1.490345e-05,-4.616257e-07
2,7520,5,4,smooth,+0.0000000000,1.489904e-05,0.000000e+00,-1.489904e-05,-4.610588e-07
2,7522,1,4,smooth,+8.9255873390,1.489464e-05,0.000000e+00,-1.489464e-05,-4.604925e-07
2,7524,2,4,smooth,-44.6292659521,1.489023e-05,0.000000e+00,-1.489023e-05,-4.599266e-07
2,7526,1,4,smooth,+8.9261189712,1.488583e-05,0.000000e+00,-1.488583e-05,-4.593611e-07
2,7528,3,4,smooth,+0.0000000000,1.488143e-05,0.000000e+00,-1.488143e-05,-4.587961e-07
2,7530,1,4,smooth,+8.9266503208,1.487704e-05,0.000000e+00,-1.487704e-05,-4.582315e-07
2,7532,2,4,smooth,-8.9269158898,1.487265e-05,0.000000e+00,-1.487265e-05,-4.576673e-07
2,7534,1,4,smooth,+8.9271813883,1.486826e-05,0.000000e+00,-1.486826e-05,-4.571037e-07
2,7536,4,4,smooth,+0.0000000000,1.486387e-05,0.000000e+00,-1.486387e-05,-4.565404e-07
2,7538,1,4,smooth,+8.9277121738,1.485948e-05,0.000000e+00,-1.485948e-05,-4.559776e-07
2,7540,2,4,smooth,-26.7839323830,1.485510e-05,0.000000e+00,-1.485510e-05,-4.554152e-07
2,7542,1,4,smooth,+8.9282426778,1.485072e-05,0.000000e+00,-1.485072e-05,-4.548533e-07
2,7544,3,4,smooth,+0.0000000000,1.484634e-05,0.000000e+00,-1.484634e-05,-4.542918e-07
2,7546,1,4,smooth,+8.9287729005,1.484197e-05,0.000000e+00,-1.484197e-05,-4.537308e-07
2,7548,2,4,smooth,-26.7871137195,1.483759e-05,0.000000e+00,-1.483759e-05,-4.531702e-07
2,7550,1,4,smooth,+8.9293028422,1.483322e-05,0.000000e+00,-1.483322e-05,-4.526100e-07
2,7552,7,4,smooth,+0.0000000000,1.482885e-05,0.000000e+00,-1.482885e-05,-4.520503e-07
2,7554,1,4,smooth,+8.9298325033,1.482449e-05,0.000000e+00,-1.482449e-05,-4.514910e-07
2,7556,2,4,smooth,+0.0000000000,1.482012e-05,0.000000e+00,-1.482012e-05,-4.509321e-07
2,7558,1,4,smooth,+8.9303618839,1.481576e-05,0.000000e+00,-1.481576e-05,-4.503737e-07
2,7560,3,4,smooth,+133.9593970376,1.481141e-05,0.000000e+00,-1.481141e-05,-4.498157e-07
2,7562,1,4,smooth,+8.9308909845,1.480705e-05,0.000000e+00,-1.480705e-05,-4.492582e-07
2,7564,2,4,smooth,-8.9311554298,1.480270e-05,0.000000e+00,-1.480270e-05,-4.487011e-07
2,7566,1,4,smooth,+8.9314198052,1.479835e-05,0.000000e+00,-1.479835e-05,-4.481444e-07
2,7568,4,4,smooth,+0.0000000000,1.479400e-05,0.000000e+00,-1.479400e-05,-4.475882e-07
2,7570,1,4,smooth,+8.9319483464,1.478965e-05,0.000000e+00,-1.478965e-05,-4.470324e-07
2,7572,2,4,smooth,-8.9322125123,1.478531e-05,0.000000e+00,-1.478531e-05,-4.464771e-07
2,7574,1,4,smooth,+8.9324766085,1.478097e-05,0.000000e+00,-1.478097e-05,-4.459221e-07
2,7576,3,4,smooth,+0.0000000000,1.477663e-05,0.000000e+00,-1.477663e-05,-4.453677e-07
2,7578,1,4,smooth,+8.9330045916,1.477229e-05,0.000000e+00,-1.477229e-05,-4.448136e-07
